employee_id,name,branch_id,role,hire_date,salary,hire_year,hire_month,hire_day,salarys
752,Richard Patel,75,Teller,2016-04-06,101303,2016,4,6,False
753,Sanjay Garcia,125,Teller,2024-11-29,132549,2024,11,29,False
754,Kavya Joshi,88,Teller,2020-07-02,131784,2020,7,2,False
755,Jennifer Chatterjee,24,Teller,2005-09-24,174433,2005,9,24,False
756,Kavya Mehta,57,Teller,2022-09-12,98868,2022,9,12,False
757,Pooja Williams,47,Customer Service,2010-09-19,166007,2010,9,19,False
758,Jessica Johnson,125,Teller,2014-03-13,176764,2014,3,13,False
759,Deepak Martinez,47,Customer Service,2019-08-09,114938,2019,8,9,False
760,Neha Jones,21,Relationship Manager,2013-09-14,41904,2013,9,14,False
761,Susan Chatterjee,111,Customer Service,2020-10-04,85194,2020,10,4,False
762,James Miller,65,Customer Service,2013-12-09,144236,2013,12,9,False
763,Arjun Rodriguez,15,Loan Officer,2001-06-06,116263,2001,6,6,False
764,William Menon,104,Teller,2013-12-16,170320,2013,12,16,False
765,Sanjay Bose,32,Teller,2017-11-16,152021,2017,11,16,False
766,Rohan Miller,131,Compliance Officer,2013-12-20,37610,2013,12,20,False
767,Karen Verma,125,Customer Service,2024-11-21,158908,2024,11,21,False
768,Michael Nair,56,Teller,2015-04-26,82320,2015,4,26,False
769,Rahul Kapoor,84,Loan Officer,2012-11-30,152464,2012,11,30,False
770,Michael Pillai,86,Relationship Manager,2001-05-30,105183,2001,5,30,False
771,Sarah Desai,99,Customer Service,2004-04-14,97232,2004,4,14,False
772,Ritu Menon,11,Customer Service,2018-06-02,39011,2018,6,2,False
773,Deepak Johnson,49,Relationship Manager,2004-02-05,46066,2004,2,5,False
774,Meera Davis,26,Customer Service,2023-01-16,118485,2023,1,16,False
775,Ajay Reddy,105,Customer Service,2007-09-04,114514,2007,9,4,False
776,Priya Johnson,11,Teller,2011-01-11,112346,2011,1,11,False
777,William Sharma,78,Teller,2003-09-07,51777,2003,9,7,False
778,Ritu Jones,110,Compliance Officer,2005-05-09,105510,2005,5,9,False
779,Divya Joshi,143,Customer Service,2023-06-07,37265,2023,6,7,False
780,Meera Johnson,44,Loan Officer,2013-01-13,49908,2013,1,13,False
781,Neha Jones,2,Customer Service,2024-12-10,103797,2024,12,10,False
782,Jennifer Garcia,109,Teller,2015-11-06,121777,2015,11,6,False
783,Anita Jones,1,Relationship Manager,2001-01-21,127616,2001,1,21,False
784,Charles Rao,10,Teller,2009-10-31,177256,2009,10,31,False
785,Ritu Sharma,149,Relationship Manager,2007-01-08,157830,2007,1,8,False
786,Thomas Joshi,130,Branch Manager,2006-02-16,85726,2006,2,16,False
787,Susan Davis,107,Teller,2012-10-14,146991,2012,10,14,False
788,Patricia Reddy,126,Teller,2009-08-01,42538,2009,8,1,False
789,Ritu Kapoor,12,Relationship Manager,2007-06-25,158300,2007,6,25,False
790,Pooja Mehta,14,Teller,2010-06-30,86769,2010,6,30,False
791,Mary Malhotra,46,Teller,2005-10-24,143530,2005,10,24,False
792,Sarah Miller,4,Customer Service,2011-07-04,175536,2011,7,4,False
793,Karen Nair,134,Loan Officer,2023-12-13,134892,2023,12,13,False
794,Karen Bose,9,Loan Officer,2012-11-07,167877,2012,11,7,False
795,Deepak Chatterjee,82,Teller,2015-03-10,29540,2015,3,10,False
796,Michael Mehta,129,Relationship Manager,2025-01-06,53924,2025,1,6,False
797,Richard Kapoor,111,Teller,2015-08-06,123167,2015,8,6,False
798,Linda Chatterjee,36,Teller,2005-09-04,110169,2005,9,4,False
799,David Mehta,71,Teller,2010-02-16,46313,2010,2,16,False
800,Deepak Pillai,83,Teller,2012-05-26,137192,2012,5,26,False
801,Kiran Brown,116,Teller,2012-01-25,36917,2012,1,25,False
802,Mary Sharma,64,Teller,2003-10-19,178596,2003,10,19,False
803,Vikram Brown,43,Teller,2002-09-09,51774,2002,9,9,False
804,Elizabeth Williams,120,Loan Officer,2008-11-23,95711,2008,11,23,False
805,Linda Iyer,133,Relationship Manager,2023-03-28,153140,2023,3,28,False
806,Barbara Miller,74,Teller,2018-03-25,106134,2018,3,25,False
807,Linda Gupta,5,Teller,2021-05-23,141065,2021,5,23,False
808,Anita Patel,76,Relationship Manager,2004-06-07,134954,2004,6,7,False
809,Meera Mehta,134,Relationship Manager,2010-07-12,172213,2010,7,12,False
810,Sneha Pillai,149,Customer Service,2014-10-10,98520,2014,10,10,False
811,Rahul Chatterjee,61,Teller,2011-01-14,176804,2011,1,14,False
812,Anita Verma,23,Loan Officer,2010-08-04,106548,2010,8,4,False
813,James Martinez,86,Teller,2009-02-21,163779,2009,2,21,False
814,Patricia Malhotra,125,Teller,2001-04-23,139361,2001,4,23,False
815,Barbara Brown,142,Loan Officer,2021-10-14,48204,2021,10,14,False
816,Elizabeth Reddy,8,Customer Service,2023-09-18,125831,2023,9,18,False
817,Ritu Gupta,44,Loan Officer,2002-01-20,161514,2002,1,20,False
818,Ritu Garcia,72,Customer Service,2010-07-06,47513,2010,7,6,False
819,Suresh Mehta,15,Teller,2013-02-28,155472,2013,2,28,False
820,Neha Martinez,133,Teller,2019-12-04,44026,2019,12,4,False
821,Priya Garcia,17,Customer Service,2025-01-28,160405,2025,1,28,False
822,Neha Kapoor,100,Relationship Manager,2019-01-13,147914,2019,1,13,False
823,Thomas Garcia,138,Teller,2023-10-28,51056,2023,10,28,False
824,Arjun Singh,103,Customer Service,2021-02-06,138422,2021,2,6,False
825,Divya Jones,115,Teller,2007-05-20,45752,2007,5,20,False
826,Sanjay Patel,40,Teller,2020-10-10,114340,2020,10,10,False
827,Vikram Bose,125,Customer Service,2010-06-23,168418,2010,6,23,False
828,John Miller,63,Teller,2000-06-11,59306,2000,6,11,False
829,Rahul Malhotra,10,Loan Officer,2019-04-15,54421,2019,4,15,False
830,Jessica Kumar,55,Loan Officer,2021-03-26,92277,2021,3,26,False
831,Pooja Joshi,53,Teller,2008-09-25,84030,2008,9,25,False
832,Priya Garcia,79,Teller,2011-06-18,35367,2011,6,18,False
833,Anjali Kumar,40,Teller,2009-04-05,97309,2009,4,5,False
834,Susan Pillai,70,Compliance Officer,2002-12-22,67451,2002,12,22,False
835,Kiran Chopra,65,Customer Service,2000-07-28,46915,2000,7,28,False
836,Ritu Garcia,50,Loan Officer,2000-05-18,69957,2000,5,18,False
837,Susan Bose,105,Teller,2017-07-09,31136,2017,7,9,False
838,Karen Brown,46,Customer Service,2022-11-23,167086,2022,11,23,False
839,Rohan Rao,115,Teller,2016-05-09,179101,2016,5,9,False
840,Sanjay Iyer,38,Branch Manager,2015-05-29,83878,2015,5,29,False
841,Kavya Nair,130,Customer Service,2021-01-15,161251,2021,1,15,False
842,Ritu Nair,55,Loan Officer,2024-10-04,98124,2024,10,4,False
843,Jessica Smith,7,Teller,2005-11-18,166675,2005,11,18,False
844,Anita Nair,23,Teller,2014-04-25,54315,2014,4,25,False
845,Sarah Pillai,121,Teller,2020-10-23,71253,2020,10,23,False
846,Deepak Patel,131,Loan Officer,2007-06-27,140453,2007,6,27,False
847,Richard Rodriguez,32,Relationship Manager,2017-02-27,61455,2017,2,27,False
848,Sneha Menon,91,Teller,2000-07-30,153177,2000,7,30,False
849,Robert Williams,87,Customer Service,2022-04-19,92731,2022,4,19,False
850,Ritu Iyer,21,Customer Service,2015-08-13,89392,2015,8,13,False
851,Jessica Nair,68,Teller,2018-11-20,96904,2018,11,20,False
852,Susan Iyer,105,Teller,2020-12-23,149275,2020,12,23,False
853,Amit Joshi,146,Teller,2005-07-23,28851,2005,7,23,False
854,Anita Gupta,128,Customer Service,2011-06-14,142104,2011,6,14,False
855,Ritu Menon,15,Loan Officer,2021-10-27,146446,2021,10,27,False
856,Rohan Williams,36,Customer Service,2004-03-08,152814,2004,3,8,False
857,Rohan Chopra,66,Relationship Manager,2020-11-25,179493,2020,11,25,False
858,Robert Rao,23,Customer Service,2007-04-28,146903,2007,4,28,False
859,James Davis,86,Compliance Officer,2014-08-17,108361,2014,8,17,False
860,Thomas Miller,2,Customer Service,2012-12-17,98849,2012,12,17,False
861,Meera Kumar,18,Relationship Manager,2017-06-12,87015,2017,6,12,False
862,Deepak Kapoor,8,Relationship Manager,2021-04-06,153727,2021,4,6,False
863,Vikram Mehta,45,Customer Service,2008-11-13,87698,2008,11,13,False
864,Vikram Johnson,115,Relationship Manager,2004-05-13,115041,2004,5,13,False
865,Thomas Rao,27,Relationship Manager,2010-09-30,42603,2010,9,30,False
866,Linda Menon,149,Loan Officer,2015-07-23,76233,2015,7,23,False
867,James Smith,41,Customer Service,2019-01-27,68456,2019,1,27,False
868,Susan Iyer,7,Branch Manager,2019-02-23,94123,2019,2,23,False
869,Richard Iyer,51,Relationship Manager,2008-08-21,104324,2008,8,21,False
870,Linda Desai,113,Loan Officer,2023-10-16,136907,2023,10,16,False
871,David Rodriguez,16,Relationship Manager,2002-02-11,93640,2002,2,11,False
872,Mary Iyer,11,Customer Service,2002-12-19,50850,2002,12,19,False
873,Sneha Kumar,128,Compliance Officer,2000-08-17,110845,2000,8,17,False
874,Kiran Johnson,89,Teller,2023-07-18,36312,2023,7,18,False
875,Kavya Bose,52,Customer Service,2004-07-30,157057,2004,7,30,False
876,Charles Bose,114,Customer Service,2015-04-15,145126,2015,4,15,False
877,Sarah Kumar,127,Relationship Manager,2020-08-29,62236,2020,8,29,False
878,Richard Kapoor,54,Relationship Manager,2019-06-27,68012,2019,6,27,False
879,Jennifer Chopra,85,Customer Service,2024-02-12,32204,2024,2,12,False
880,Sneha Malhotra,2,Customer Service,2001-05-14,83390,2001,5,14,False
881,Amit Joshi,46,Teller,2010-05-06,33810,2010,5,6,False
882,James Gupta,90,Compliance Officer,2012-11-11,170324,2012,11,11,False
883,Sarah Patel,30,Teller,2017-09-10,48393,2017,9,10,False
884,Barbara Kapoor,149,Customer Service,2015-10-28,128224,2015,10,28,False
885,Michael Garcia,146,Customer Service,2014-03-26,114713,2014,3,26,False
886,Kavya Chatterjee,39,Loan Officer,2007-10-19,64002,2007,10,19,False
887,Rohan Malhotra,60,Teller,2002-09-15,150844,2002,9,15,False
888,Vikram Mehta,29,Teller,2010-12-21,44548,2010,12,21,False
889,Rahul Martinez,76,Relationship Manager,2006-08-07,162794,2006,8,7,False
890,Meera Sharma,19,Branch Manager,2014-02-01,140532,2014,2,1,False
891,Divya Patel,59,Teller,2020-04-04,124537,2020,4,4,False
892,Vikram Kapoor,84,Customer Service,2014-10-26,161708,2014,10,26,False
893,Anjali Malhotra,92,Teller,2001-01-23,89277,2001,1,23,False
894,Karen Singh,90,Relationship Manager,2016-05-20,70808,2016,5,20,False
895,Meera Joshi,34,Teller,2011-03-03,51486,2011,3,3,False
896,Sanjay Pillai,119,Teller,2003-02-22,168504,2003,2,22,False
897,Neha Kumar,104,Teller,2005-06-07,89015,2005,6,7,False
898,Deepak Verma,113,Branch Manager,2023-04-19,154067,2023,4,19,False
899,Rohan Rao,71,Loan Officer,2012-11-26,78527,2012,11,26,False
900,Rahul Gupta,134,Customer Service,2024-10-26,173159,2024,10,26,False
901,Barbara Mehta,59,Loan Officer,2004-07-29,160243,2004,7,29,False
902,Ajay Bose,121,Teller,2007-08-13,74822,2007,8,13,False
903,Vikram Verma,31,Teller,2023-08-21,101981,2023,8,21,False
904,Divya Nair,38,Teller,2004-06-14,148686,2004,6,14,False
905,Charles Johnson,80,Relationship Manager,2016-10-04,62381,2016,10,4,False
906,Suresh Chopra,84,Teller,2005-07-30,31600,2005,7,30,False
907,Patricia Iyer,112,Compliance Officer,2008-06-01,71897,2008,6,1,False
908,Robert Patel,45,Teller,2012-02-21,117769,2012,2,21,False
909,Anita Nair,131,Teller,2009-02-23,48743,2009,2,23,False
910,Pooja Miller,50,Teller,2022-03-24,78675,2022,3,24,False
911,Manoj Rao,81,Teller,2024-09-21,167624,2024,9,21,False
912,Charles Chopra,140,Customer Service,2013-05-07,39411,2013,5,7,False
913,Neha Sharma,81,Branch Manager,2001-05-29,35652,2001,5,29,False
914,Priya Brown,103,Teller,2005-12-14,92425,2005,12,14,False
915,Ajay Verma,137,Customer Service,2001-01-05,29952,2001,1,5,False
916,Neha Garcia,147,Customer Service,2021-10-09,32228,2021,10,9,False
917,Sarah Verma,75,Relationship Manager,2005-10-11,55814,2005,10,11,False
918,Ajay Mehta,63,Compliance Officer,2008-08-28,43542,2008,8,28,False
919,Robert Brown,30,Customer Service,2021-06-02,151252,2021,6,2,False
920,Meera Chopra,81,Relationship Manager,2015-10-18,46651,2015,10,18,False
921,Michael Miller,138,Customer Service,2000-12-23,107566,2000,12,23,False
922,Barbara Desai,74,Loan Officer,2014-04-22,135203,2014,4,22,False
923,Manoj Kumar,53,Customer Service,2014-04-03,123128,2014,4,3,False
924,Pooja Rodriguez,17,Teller,2008-02-08,127388,2008,2,8,False
925,Ajay Reddy,59,Customer Service,2018-12-07,82375,2018,12,7,False
926,Pooja Brown,36,Compliance Officer,2023-08-15,163104,2023,8,15,False
927,Neha Williams,147,Teller,2006-08-01,38439,2006,8,1,False
928,Joseph Pillai,80,Relationship Manager,2008-06-01,44312,2008,6,1,False
929,James Bose,21,Relationship Manager,2008-03-11,158136,2008,3,11,False
930,Jennifer Jones,11,Teller,2001-12-22,38389,2001,12,22,False
931,Richard Rodriguez,128,Branch Manager,2022-10-08,57167,2022,10,8,False
932,Mary Garcia,140,Relationship Manager,2019-09-12,54322,2019,9,12,False
933,Anita Verma,115,Compliance Officer,2012-04-13,33024,2012,4,13,False
934,Sanjay Rodriguez,19,Teller,2022-09-23,45784,2022,9,23,False
935,Ajay Martinez,15,Teller,2019-07-26,115051,2019,7,26,False
936,Anita Nair,30,Customer Service,2007-01-13,128502,2007,1,13,False
937,Suresh Garcia,113,Teller,2001-04-12,40659,2001,4,12,False
938,Meera Desai,115,Teller,2016-09-25,171242,2016,9,25,False
939,Suresh Kumar,126,Teller,2003-09-15,42555,2003,9,15,False
940,Karen Chopra,15,Teller,2024-12-18,132425,2024,12,18,False
941,Susan Garcia,23,Customer Service,2012-01-17,149657,2012,1,17,False
942,Meera Kumar,136,Customer Service,2016-07-16,107158,2016,7,16,False
943,Elizabeth Chatterjee,140,Customer Service,2005-07-10,102724,2005,7,10,False
944,Thomas Garcia,109,Customer Service,2002-08-02,44576,2002,8,2,False
945,Patricia Chopra,16,Loan Officer,2001-08-05,64709,2001,8,5,False
946,Divya Sharma,11,Teller,2009-01-02,157288,2009,1,2,False
947,Neha Malhotra,9,Teller,2000-02-04,80991,2000,2,4,False
948,Patricia Iyer,104,Teller,2010-09-04,33236,2010,9,4,False
949,Elizabeth Bose,127,Teller,2008-04-02,138844,2008,4,2,False
950,Priya Jones,95,Teller,2013-05-22,131915,2013,5,22,False
951,Priya Verma,40,Teller,2014-12-25,38085,2014,12,25,False
952,Divya Rodriguez,114,Teller,2007-11-03,35763,2007,11,3,False
953,David Davis,9,Customer Service,2011-07-27,45705,2011,7,27,False
954,Deepak Martinez,125,Customer Service,2001-12-25,35737,2001,12,25,False
955,Charles Verma,134,Relationship Manager,2007-09-02,121671,2007,9,2,False
956,Manoj Brown,108,Customer Service,2024-11-10,48158,2024,11,10,False
957,Elizabeth Kumar,132,Customer Service,2025-03-11,120259,2025,3,11,False
958,Mary Reddy,88,Teller,2023-11-17,54773,2023,11,17,False
959,John Bose,71,Customer Service,2003-03-12,175814,2003,3,12,False
960,Jessica Kumar,49,Teller,2022-01-21,138340,2022,1,21,False
961,Ajay Jones,139,Loan Officer,2010-07-20,84931,2010,7,20,False
962,Mary Williams,105,Loan Officer,2015-07-26,93164,2015,7,26,False
963,Jessica Gupta,29,Loan Officer,2016-06-28,37891,2016,6,28,False
964,Robert Iyer,144,Teller,2007-10-30,36342,2007,10,30,False
965,Kiran Davis,9,Customer Service,2018-08-22,109705,2018,8,22,False
966,Arjun Malhotra,89,Relationship Manager,2012-09-27,31459,2012,9,27,False
967,Sanjay Rao,29,Customer Service,2009-04-24,125028,2009,4,24,False
968,Rahul Chopra,100,Customer Service,2007-07-28,86129,2007,7,28,False
969,Neha Brown,62,Branch Manager,2018-12-19,49219,2018,12,19,False
970,Sanjay Bose,66,Teller,2006-05-03,109424,2006,5,3,False
971,James Miller,101,Customer Service,2003-02-26,112035,2003,2,26,False
972,Suresh Patel,114,Branch Manager,2022-05-30,141437,2022,5,30,False
973,Pooja Patel,58,Teller,2008-06-07,58060,2008,6,7,False
974,Pooja Bose,150,Teller,2016-04-16,111201,2016,4,16,False
975,Thomas Rodriguez,75,Relationship Manager,2018-03-17,156398,2018,3,17,False
976,Divya Davis,25,Customer Service,2021-04-22,69038,2021,4,22,False
977,Jessica Sharma,1,Loan Officer,2015-11-26,154944,2015,11,26,False
978,John Sharma,31,Customer Service,2021-04-11,137949,2021,4,11,False
979,Deepak Garcia,104,Loan Officer,2023-12-23,93303,2023,12,23,False
980,Elizabeth Garcia,81,Loan Officer,2001-03-10,162245,2001,3,10,False
981,Robert Miller,51,Teller,2018-11-21,174944,2018,11,21,False
982,Vikram Iyer,73,Loan Officer,2004-06-06,64001,2004,6,6,False
983,Elizabeth Sharma,126,Customer Service,2022-08-26,176925,2022,8,26,False
984,Suresh Verma,86,Teller,2001-03-26,28366,2001,3,26,False
985,Charles Kumar,9,Customer Service,2000-02-09,47646,2000,2,9,False
986,James Davis,8,Teller,2000-06-07,34562,2000,6,7,False
987,Ajay Joshi,73,Customer Service,2012-10-24,83892,2012,10,24,False
988,Rohan Chopra,61,Customer Service,2024-09-10,170421,2024,9,10,False
989,David Garcia,128,Customer Service,2013-06-05,119248,2013,6,5,False
990,Arjun Martinez,88,Customer Service,2016-09-20,121720,2016,9,20,False
991,Rohan Garcia,114,Compliance Officer,2014-01-09,40895,2014,1,9,False
992,Mary Rodriguez,88,Branch Manager,2009-10-13,106450,2009,10,13,False
993,Sanjay Sharma,52,Customer Service,2014-12-16,86163,2014,12,16,False
994,Thomas Brown,99,Customer Service,2006-03-19,100872,2006,3,19,False
995,Kavya Smith,94,Teller,2008-09-05,67698,2008,9,5,False
996,Anjali Patel,109,Teller,2003-03-01,58638,2003,3,1,False
997,Vikram Kumar,29,Loan Officer,2022-01-05,172711,2022,1,5,False
998,Arjun Martinez,97,Teller,2008-05-17,112879,2008,5,17,False
999,David Chatterjee,43,Loan Officer,2000-07-29,90561,2000,7,29,False
1000,Elizabeth Verma,119,Loan Officer,2018-07-10,39218,2018,7,10,False
1001,Sarah Joshi,120,Customer Service,2011-06-22,143925,2011,6,22,False
1002,Ritu Davis,94,Teller,2022-09-29,99831,2022,9,29,False
1003,Rohan Reddy,143,Relationship Manager,2007-12-22,86779,2007,12,22,False
1004,Joseph Chopra,81,Loan Officer,2014-07-20,129376,2014,7,20,False
1005,Sanjay Johnson,4,Customer Service,2018-12-06,48035,2018,12,6,False
1006,Ritu Joshi,91,Teller,2015-06-18,109046,2015,6,18,False
1007,Deepak Sharma,117,Loan Officer,2005-04-14,159199,2005,4,14,False
1008,Richard Iyer,16,Teller,2017-04-28,98525,2017,4,28,False
1009,Rahul Mehta,16,Customer Service,2018-11-22,28063,2018,11,22,False
1010,Sneha Kapoor,41,Teller,2003-02-10,62947,2003,2,10,False
1011,Charles Smith,127,Relationship Manager,2004-03-15,36503,2004,3,15,False
1012,Thomas Desai,80,Teller,2017-02-25,104028,2017,2,25,False
1013,Robert Mehta,147,Customer Service,2003-01-09,83386,2003,1,9,False
1014,Barbara Menon,131,Teller,2022-05-17,48128,2022,5,17,False
1015,Priya Iyer,84,Customer Service,2002-10-14,132408,2002,10,14,False
1016,Anjali Mehta,102,Loan Officer,2017-01-24,54844,2017,1,24,False
1017,Suresh Patel,50,Loan Officer,2011-04-05,79939,2011,4,5,False
1018,Linda Desai,14,Teller,2006-10-27,178130,2006,10,27,False
1019,Arjun Bose,60,Teller,2008-10-03,38079,2008,10,3,False
1020,Patricia Joshi,89,Teller,2019-01-09,65651,2019,1,9,False
1021,Arjun Nair,28,Compliance Officer,2005-04-20,76311,2005,4,20,False
1022,Joseph Malhotra,34,Loan Officer,2013-10-18,105327,2013,10,18,False
1023,Charles Sharma,3,Teller,2025-03-27,65237,2025,3,27,False
1024,Rahul Patel,111,Compliance Officer,2006-07-16,175444,2006,7,16,False
1025,Sarah Chopra,135,Teller,2017-08-15,28823,2017,8,15,False
1026,Manoj Williams,125,Loan Officer,2004-05-17,172104,2004,5,17,False
1027,Rohan Kumar,57,Customer Service,2021-03-13,109289,2021,3,13,False
1028,Meera Smith,90,Relationship Manager,2004-04-29,33819,2004,4,29,False
1029,Neha Rao,145,Customer Service,2007-07-25,45730,2007,7,25,False
1030,Richard Iyer,89,Loan Officer,2011-09-02,43663,2011,9,2,False
1031,Sanjay Iyer,45,Compliance Officer,2009-06-02,71699,2009,6,2,False
1032,Thomas Iyer,51,Teller,2004-04-28,78625,2004,4,28,False
1033,Rohan Iyer,110,Compliance Officer,2016-04-16,125460,2016,4,16,False
1034,Jennifer Gupta,67,Relationship Manager,2000-07-02,75302,2000,7,2,False
1035,Robert Patel,126,Relationship Manager,2024-12-30,138217,2024,12,30,False
1036,Amit Rao,130,Teller,2001-04-28,72657,2001,4,28,False
1037,Linda Chopra,6,Teller,2008-06-26,68045,2008,6,26,False
1038,Meera Reddy,109,Customer Service,2023-08-20,69855,2023,8,20,False
1039,Suresh Kapoor,56,Branch Manager,2003-12-10,78037,2003,12,10,False
1040,Kavya Chatterjee,78,Branch Manager,2001-11-08,155336,2001,11,8,False
1041,Pooja Menon,40,Relationship Manager,2018-11-27,65530,2018,11,27,False
1042,Sneha Brown,56,Customer Service,2001-11-10,69535,2001,11,10,False
1043,John Kumar,50,Teller,2022-11-11,173447,2022,11,11,False
1044,Thomas Miller,8,Loan Officer,2011-06-20,127369,2011,6,20,False
1045,Anita Garcia,118,Teller,2022-02-04,56958,2022,2,4,False
1046,Deepak Malhotra,22,Teller,2006-03-25,159963,2006,3,25,False
1047,William Williams,57,Teller,2003-08-03,55843,2003,8,3,False
1048,Anita Chatterjee,29,Relationship Manager,2024-06-19,52641,2024,6,19,False
1049,Joseph Malhotra,25,Customer Service,2023-02-25,95645,2023,2,25,False
1050,Jennifer Menon,57,Branch Manager,2008-02-17,133073,2008,2,17,False
1051,Robert Singh,138,Loan Officer,2010-04-15,56774,2010,4,15,False
1052,Joseph Desai,142,Customer Service,2014-09-02,142506,2014,9,2,False
1053,Patricia Brown,58,Relationship Manager,2011-05-28,51819,2011,5,28,False
1054,John Desai,76,Relationship Manager,2006-03-02,146827,2006,3,2,False
1055,Joseph Jones,148,Branch Manager,2009-07-14,42573,2009,7,14,False
1056,William Martinez,36,Relationship Manager,2015-06-22,98593,2015,6,22,False
1057,Priya Brown,142,Branch Manager,2000-12-17,125306,2000,12,17,False
1058,James Gupta,16,Loan Officer,2008-07-15,68368,2008,7,15,False
1059,Richard Chopra,34,Relationship Manager,2007-06-11,121036,2007,6,11,False
1060,Charles Rodriguez,51,Loan Officer,2001-10-14,132674,2001,10,14,False
1061,Ajay Bose,6,Loan Officer,2003-02-12,126824,2003,2,12,False
1062,Neha Mehta,123,Teller,2012-08-06,88328,2012,8,6,False
1063,Anjali Mehta,129,Branch Manager,2002-08-08,145541,2002,8,8,False
1064,Joseph Pillai,58,Branch Manager,2008-10-06,139212,2008,10,6,False
1065,Charles Gupta,126,Customer Service,2014-04-03,77606,2014,4,3,False
1066,Sarah Sharma,116,Loan Officer,2022-03-17,139479,2022,3,17,False
1067,Anjali Menon,121,Teller,2002-07-05,167600,2002,7,5,False
1068,Ajay Reddy,121,Relationship Manager,2011-01-17,152139,2011,1,17,False
1069,Ajay Mehta,87,Teller,2002-08-13,139447,2002,8,13,False
1070,Pooja Rodriguez,17,Relationship Manager,2010-11-22,144510,2010,11,22,False
1071,Anita Miller,139,Teller,2012-03-18,150315,2012,3,18,False
1072,Priya Garcia,92,Customer Service,2020-04-24,71946,2020,4,24,False
1073,Meera Miller,136,Branch Manager,2011-03-29,137586,2011,3,29,False
1074,Barbara Garcia,144,Relationship Manager,2023-10-11,58312,2023,10,11,False
1075,Joseph Chopra,29,Teller,2003-07-01,82485,2003,7,1,False
1076,Anjali Johnson,61,Relationship Manager,2001-05-08,170048,2001,5,8,False
1077,Jessica Mehta,29,Branch Manager,2000-02-11,71020,2000,2,11,False
1078,Elizabeth Pillai,8,Customer Service,2009-01-24,156230,2009,1,24,False
1079,Priya Chopra,145,Branch Manager,2004-11-26,92222,2004,11,26,False
1080,Susan Gupta,139,Teller,2002-04-30,59899,2002,4,30,False
1081,Anjali Johnson,140,Loan Officer,2005-12-29,42748,2005,12,29,False
1082,Deepak Chatterjee,133,Teller,2024-10-11,111329,2024,10,11,False
1083,Richard Smith,98,Teller,2020-05-03,96594,2020,5,3,False
1084,Rohan Singh,79,Customer Service,2023-04-08,105724,2023,4,8,False
1085,Meera Singh,149,Loan Officer,2005-03-20,34557,2005,3,20,False
1086,Pooja Garcia,83,Teller,2010-04-26,68754,2010,4,26,False
1087,William Chopra,97,Teller,2010-04-17,28599,2010,4,17,False
1088,Sneha Garcia,32,Teller,2019-05-02,73978,2019,5,2,False
1089,Vikram Miller,113,Teller,2018-02-08,169587,2018,2,8,False
1090,Neha Bose,123,Customer Service,2015-02-05,51151,2015,2,5,False
1091,Mary Menon,102,Teller,2015-12-07,132779,2015,12,7,False
1092,Richard Davis,75,Relationship Manager,2018-06-28,28878,2018,6,28,False
1093,Suresh Joshi,30,Teller,2004-09-05,113400,2004,9,5,False
1094,Elizabeth Joshi,6,Teller,2010-01-20,167982,2010,1,20,False
1095,Richard Malhotra,95,Relationship Manager,2002-09-26,79847,2002,9,26,False
1096,Susan Jones,103,Teller,2017-11-23,57968,2017,11,23,False
1097,Linda Rodriguez,116,Loan Officer,2011-02-14,114721,2011,2,14,False
1098,Michael Singh,143,Compliance Officer,2014-05-10,70399,2014,5,10,False
1099,Joseph Menon,75,Relationship Manager,2006-12-15,163519,2006,12,15,False
1100,Suresh Bose,125,Customer Service,2003-07-11,157047,2003,7,11,False
1101,James Gupta,108,Teller,2024-09-22,127161,2024,9,22,False
1102,Barbara Davis,42,Customer Service,2007-06-15,125134,2007,6,15,False
1103,John Pillai,127,Compliance Officer,2002-10-14,119577,2002,10,14,False
1104,Amit Rodriguez,8,Relationship Manager,2007-10-11,139764,2007,10,11,False
1105,David Sharma,90,Teller,2022-12-08,97951,2022,12,8,False
1106,Divya Pillai,142,Loan Officer,2006-08-22,175401,2006,8,22,False
1107,Amit Reddy,99,Teller,2025-01-29,80545,2025,1,29,False
1108,Divya Davis,141,Teller,2011-09-17,29358,2011,9,17,False
1109,Neha Smith,9,Customer Service,2021-11-26,134179,2021,11,26,False
1110,Sarah Gupta,80,Teller,2016-08-06,128658,2016,8,6,False
1111,Suresh Menon,118,Teller,2001-02-11,177109,2001,2,11,False
1112,Karen Gupta,97,Teller,2012-12-11,88089,2012,12,11,False
1113,Kiran Singh,133,Loan Officer,2010-08-06,92563,2010,8,6,False
1114,Meera Davis,70,Teller,2005-02-13,113424,2005,2,13,False
1115,Sneha Malhotra,103,Loan Officer,2013-12-23,87615,2013,12,23,False
1116,Arjun Malhotra,63,Teller,2002-08-13,147298,2002,8,13,False
1117,David Mehta,131,Compliance Officer,2017-09-30,93073,2017,9,30,False
1118,Manoj Malhotra,18,Teller,2020-11-20,147110,2020,11,20,False
1119,Arjun Rao,39,Branch Manager,2002-05-09,92682,2002,5,9,False
1120,Deepak Verma,15,Teller,2012-03-07,62214,2012,3,7,False
1121,David Chopra,106,Teller,2001-07-30,178574,2001,7,30,False
1122,Divya Chatterjee,35,Teller,2009-11-23,108025,2009,11,23,False
1123,Karen Chatterjee,48,Teller,2006-07-24,135430,2006,7,24,False
